k,relative_difference
0.000613587305007276,0.0
0.0006197002921651441,0.0
0.0006258741811892785,0.0
0.000632109578826793,0.0
0.0006384070978696419,0.0
0.0006447673572148424,0.0
0.0006511909819252987,0.0
0.0006576786032912291,0.0
0.0006642308588922087,0.0
0.0006708483926598274,0.0
0.000677531854940973,0.0
0.000684281902561746,0.0
0.0006910991988920079,0.0
0.0006979844139105778,0.0
0.0007049382242710722,0.0
0.0007119613133684067,0.0
0.0007190543714059558,0.0
0.0007262180954633846,0.0
0.0007334531895651547,0.0
0.0007407603647497132,0.0
0.0007481403391393708,0.0
0.0007555938380108767,0.0
0.0007631215938666957,0.0
0.0007707243465069962,0.0
0.0007784028431023547,0.0
0.000786157838267185,0.0
0.0007939900941338994,0.0
0.0008019003804278076,0.0
0.0008098894745427626,0.0
0.0008179581616175609,0.0
0.000826107234613102,0.0
0.0008343374943903181,0.0
0.0008426497497888802,0.0
0.0008510448177066872,0.0
0.0008595235231801478,0.0
0.0008680866994652625,0.0
0.0008767351881195126,0.0
0.0008854698390845649,0.0
0.000894291510769802,0.0
0.0009032010701366819,0.0
0.000912199392783942,0.0
0.0009212873630336482,0.0
0.0009304658740181025,0.0
0.0009397358277676176,0.0
0.000949098135299166,0.0
0.0009585537167059089,0.0
0.0009681035012476223,0.0
0.0009777484274420187,0.0
0.0009874894431569836,0.0
0.0009973275057037266,0.0
0.001007263581930863,0.0
0.0010172986483194327,0.0
0.0010274336910788644,0.0
0.0010376697062438973,0.0
0.0010480076997724675,0.0
0.0010584486876445683,0.0
0.0010689936959621,0.0
0.0010796437610497095,0.0
0.0010903999295566362,0.0
0.001101263258559574,0.0
0.0011122348156665561,0.0
0.0011233156791218763,0.0
0.0011345069379120538,0.0
0.0011458096918728555,0.0
0.001157225051797384,0.0
0.0011687541395452423,0.0
0.0011803980881527848,0.0
0.0011921580419444703,0.0
0.0012040351566453185,0.0
0.0012160305994944943,0.0
0.0012281455493600173,0.0
0.001240381196854617,0.0
0.0012527387444527434,0.0
0.0012652194066087386,0.0
0.0012778244098761921,0.0
0.0012905549930284804,0.0
0.001303412407180509,0.0
0.0013163979159116683,0.0
0.0013295127953900122,0.0
0.001342758334497677,0.0
0.0013561358349575465,0.0
0.0013696466114611805,0.0
0.0013832919917980185,0.0
0.0013970733169858707,0.0
0.0014109919414027066,0.0
0.0014250492329197595,0.0
0.0014392465730359554,0.0
0.0014535853570136815,0.0
0.001468066994015908,0.0
0.0014826929072446749,0.0
0.001497464534080959,0.0
0.0015123833262259355,0.0
0.0015274507498436445,0.0
0.0015426682857050814,0.0
0.0015580374293337191,0.0
0.0015735596911524866,0.0
0.0015892365966322047,0.0
0.001605069686441505,0.0
0.0016210605165982404,0.0
0.0016372106586224054,0.0
0.0016535216996905785,0.0
0.0016699952427919062,0.0
0.0016866329068856356,0.0
0.0017034363270602225,0.0
0.0017204071546940206,0.0
0.0017375470576175733,0.0
0.0017548577202775222,0.0
0.0017723408439021466,0.0
0.0017899981466685565,0.0
0.0018078313638715472,0.0
0.0018258422480941388,0.0
0.0018440325693798115,0.0
0.0018624041154064617,0.0
0.001880958691662086,0.0
0.001899698121622219,0.0
0.0019186242469291387,0.0
0.0019377389275728543,0.0
0.001957044042073901,0.0
0.0019765414876679534,0.0
0.0019962331804922765,0.0
0.002016121055774042,0.0
0.0020362070680205115,0.0
0.0020564931912111176,0.0
0.0020769814189914625,0.0
0.0020976737648692426,0.0
0.0021185722624121315,0.0
0.002139678965447631,0.0
0.002160995948264912,0.0
0.00218252530581867,0.0
0.0022042691539350084,0.0
0.002226229629519375,0.0
0.002248408890766569,0.0
0.0022708091173728375,0.0
0.0022934325107500935,0.0
0.0023162812942422594,0.0
0.0023393577133437675,0.0
0.0023626640359202433,0.0
0.0023862025524313797,0.0
0.0024099755761560347,0.0
0.0024339854434195746,0.0
0.002458234513823476,0.0
0.0024827251704772233,0.0
0.0025074598202325066,0.0
0.0025324408939197624,0.0
0.0025576708465870662,0.0
0.0025831521577414016,0.0
0.0026088873315923424,0.0
0.002634878897298155,0.0
0.0026611294092143524,0.0
0.0026876414471447324,0.0
0.0027144176165949056,0.0
0.0027414605490283573,0.0
0.0027687729021250596,0.0
0.0027963573600426543,0.0
0.002824216633680247,0.0
0.0028523534609448203,0.0
0.0028807706070203077,0.0
0.0029094708646393453,0.0
0.0029384570543577277,0.0
0.0029677320248316075,0.0
0.002997298653097449,0.0
0.00302715984485477,0.0
0.0030573185347517063,0.0
0.003087777686673417,0.0
0.0031185402940333627,0.0
0.0031496093800674916,0.0
0.003180987998131347,0.0
0.003212679232000142,0.0
0.0032446861961718237,0.0
0.0032770120361731514,0.0
0.003309659928868826,0.0
0.003342633082773706,0.0
0.0033759347383681268,0.0
0.003409568168416358,0.0
0.003443536678288247,0.0
0.0034778436062840507,0.0
0.003512492323962517,0.0
0.0035474862364722267,0.0
0.0035828287828862395,0.0
0.0036185234365400725,0.0
0.00365457370537305,0.0
0.0036909831322730455,0.0
0.003727755295424672,0.0
0.0037648938086609187,0.0
0.0038024023218183227,0.0
0.0038402845210956495,0.0
0.0038785441294161616,0.0
0.003917184906793498,0.0
0.003956210650701188,0.0
0.003995625196445857,0.0
0.004035432417544145,0.0
0.004075636226103385,0.0
0.004116240573206062,0.0
0.004157249449298122,0.0
0.00419866688458113,0.0
0.004240496949408346,0.0
0.004282743754684745,0.0
0.004325411452271019,0.0
0.004368504235391613,0.0
0.004412026339046813,0.0
0.004455982040428948,0.0
0.004500375659342739,0.0
0.004545211558629831,0.0
0.004590494144597558,0.0
0.004636227867451979,0.0
0.004682417221735227,0.0
0.004729066746767216,0.0
0.004776181027091752,0.0
0.0048237646929270815,0.0
0.004871822420620928,0.0
0.0049203589331100785,0.0
0.004969379000384525,0.0
0.00501888743995625,0.0
0.005068889117332665,0.0
0.005119388946494784,0.0
0.005170391890380143,0.0
0.005221902961370544,0.0
0.005273927221784656,0.0
0.0053264697843755145,0.0
0.005379535812832987,0.0
0.005433130522291244,0.0
0.005487259179841281,0.0
0.005541927105048541,0.0
0.005597139670475726,0.0
0.005652902302210758,0.0
0.005709220480400068,0.0
0.005766099739787138,0.0
0.005823545670256461,0.0
0.005881563917382867,0.0
0.005940160182986364,0.0
0.005999340225692505,0.0
0.006059109861498291,0.0
0.0061194749643437825,0.0
0.006180441466689336,0.0
0.006242015360098654,0.0
0.006304202695827584,0.0
0.006367009585418849,0.0
0.006430442201302623,0.0
0.006494506777403186,0.0
0.006559209609751518,0.0
0.006624557057104105,0.0
0.0066905555415678,0.0
0.006757211549230998,0.0
0.006824531630801068,0.0
0.006892522402248099,0.0
0.006961190545455141,0.0
0.007030542808874825,0.0
0.0071005860081926235,0.0
0.007171327026996628,0.0
0.007242772817454083,0.0
0.007314930400994579,0.0
0.00738780686900014,0.0
0.007461409383502083,0.0
0.0075357451778849316,0.0
0.007610821557597241,0.0
0.007686645900869571,0.0
0.007763225659439608,0.0
0.007840568359284454,0.0
0.007918681601360292,0.0
0.007997573062349345,0.0
0.008077250495414353,0.0
0.008157721730960474,0.0
0.008238994677404882,0.0
0.008321077321953925,0.0
0.00840397773138813,0.0
0.008487704052854933,0.0
0.00857226451466936,0.0
0.008657667427122711,0.0
0.008743921183299209,0.0
0.008831034259900897,0.0
0.008919015218080638,0.0
0.009007872704283538,0.0
0.009097615451096627,0.0
0.00918825227810712,0.0
0.009279792092769114,0.0
0.009372243891279048,0.0
0.009465616759459746,0.0
0.009559919873653407,0.0
0.00965516250162336,0.0
0.009751354003464895,0.0
0.009848503832525167,0.0
0.009946621536332165,0.0
0.01004571675753309,0.0
0.01014579923484192,0.0
0.010246878803996575,0.0
0.010348965398725448,0.0
0.010452069051723748,0.0
0.010556199895639395,0.0
0.01066136816406889,0.0
0.010767584192562964,0.0
0.01087485841964239,0.0
0.010983201387823783,0.0
0.011092623744655705,0.0
0.011203136243765089,0.0
0.01131474974591401,0.0
0.011427475220067108,0.0
0.011541323744469508,0.0
0.011656306507735619,0.0
0.011772434809948643,0.0
0.01188972006377117,0.0
0.012008173795566705,0.0
0.01212780764653251,0.0
0.012248633373843583,0.0
0.012370662851808182,0.0
0.01249390807303473,0.0
0.012618381149610423,0.0
0.012744094314291595,0.0
0.012871059921705844,0.0
0.012999290449566275,0.0
0.01312879849989768,0.0
0.013259596800275103,0.0
0.013391698205074583,0.0
0.013525115696736504,0.0
0.013659862387041396,0.0
0.013795951518398573,0.0
0.013933396465147494,0.0
0.014072210734872198,0.0
0.014212407969728731,0.0
0.014354001947785855,0.0
0.014497006584379163,0.0
0.014641435933478532,0.0
0.01478730418906939,0.0
0.014934625686547557,0.0
0.015083414904128182,0.0
0.015233686464268485,0.0
0.015385455135104927,0.0
0.015538735831904434,0.0
0.015693543618530356,0.0
0.015849893708922754,0.0
0.016007801468593683,0.0
0.016167282416137182,0.0
0.016328352224754386,0.0
0.016491026723793916,0.0
0.01665532190030741,0.0
0.016821253900620774,0.0
0.01698883903192089,0.0
0.017158093763858333,0.0
0.017329034730165834,0.0
0.01750167873029309,0.0
0.017676042731057648,0.0
0.017852143868312444,0.0
0.018029999448629753,0.0
0.01820962695100212,0.0
0.018391044028560025,0.0
0.018574268510306816,0.0
0.018759318402870935,0.0
0.01894621189227542,0.0
0.01913496734572529,0.0
0.019325603313412487,0.0
0.01951813853033903,0.0
0.019712591918158117,0.0
0.01990898258703379,0.0
0.020107329837518884,0.0
0.02030765316245195,0.0
0.0205099722488728,0.0
0.020714306979957416,0.0
0.020920677436971877,0.0
0.021129103901245918,0.0
0.021339606856166166,0.0
0.021552206989189037,0.0
0.02176692519387398,0.0
0.021983782571936655,0.0
0.022202800435322904,0.0
0.022424000308303035,0.0
0.022647403929587324,0.0
0.022873033254462247,0.0
0.023100910456948315,0.0
0.023331057931979118,0.0
0.02356349829760236,0.0
0.023798254397202546,0.0
0.024035349301745994,0.0
0.024274806312048237,0.0
0.0245166489610638,0.0
0.02476090101619909,0.0
0.025007586481647998,0.0
0.02525672960075113,0.0
0.02550835485837816,0.0
0.02576248698333431,0.0
0.026019150950790403,0.0
0.02627837198473754,0.0
0.026540175560465805,0.0
0.026804587407068096,0.0
0.027071633509968523,0.0
0.027341340113476203,0.0
0.027613733723364547,0.0
0.027888841109475978,0.0
0.028166689308352966,0.0
0.028447305625894894,0.0
0.028730717640041748,0.0
0.029016953203484214,0.0
0.02930604044640112,0.0
0.02959800777922376,0.0
0.02989288389542818,0.0
0.030190697774354864,0.0
0.03049147868405691,0.0
0.030795256184176226,0.0
0.031102060128848592,0.0
0.03141192066963773,0.0
0.03172486825849826,0.0
0.03204093365076867,0.0
0.03236014790819357,0.0
0.032682542401976586,0.0
0.03300814881586317,0.0
0.03333699914925458,0.0
0.033669125720352445,0.0
0.0340045611693351,0.0
0.03434333846156514,0.0
0.03468549089082925,0.0
0.03503105208261024,0.0
0.03538005599739146,0.0
0.03573253693399453,0.0
0.03608852953294987,0.0
0.03644806877990131,0.0
0.036811190009044044,0.0
0.03717792890659746,0.0
0.03754832151431196,0.0
0.03792240423301126,0.0
0.03830021382616952,0.0
0.03868178742352452,0.0
0.03906716252472645,0.0
0.03945637700302332,0.0
0.0398494691089831,0.0
0.04024647747425261,0.0
0.04064744111535439,0.0
0.041052399437520794,0.0
0.04146139223856689,0.0
0.04187445971280134,0.0
0.04229164245497687,0.0
0.04271298146427946,0.0
0.04313851814835788,0.0
0.0435682943273928,0.0
0.04400235223820702,0.0
0.044440734538416064,0.0
0.04488348431062058,0.0
0.04533064506664039,0.0
0.04578226075179045,0.0
0.046238375749199916,0.0
0.04669903488417366,0.0
0.04716428342859786,0.0
0.04763416710538879,0.0
0.048108732092986675,0.0
0.04858802502989359,0.0
0.04907209301925723,0.0
0.04956098363349974,0.0
0.050054744918993276,0.0
0.05055342540078153,0.0
0.05105707408734871,0.0
0.05156574047543606,0.0
0.052079474554905886,0.0
0.052598326813654776,0.0
0.053122348242574974,0.0
0.05365159034056594,0.0
0.05418610511959511,0.0
0.054725945109809805,0.0
0.05527116336469935,0.0
0.055821813466309336,0.0
0.05637794953050707,0.0
0.056939626212300316,0.0
0.05750689871120817,0.0
0.058079822776686114,0.0
0.058658454713604924,0.0
0.05924285138778381,0.0
0.059833070231579376,0.0
0.060429169249529416,0.0
0.06103120702405386,0.0
0.06163924272121156,0.0
0.06225333609651539,0.0
0.06287354750080432,0.0
0.06349993788617497,0.0
0.06413256881197126,0.0
0.06477150245083466,0.0
0.065416801594814,0.0
0.06606852966153655,0.0
0.06672675070044058,0.0
0.06739152939906964,0.0
0.06806293108943014,0.0
0.06874102175441153,0.0
0.06942586803427139,0.0
0.07011753723318401,0.0
0.0708160973258553,0.0
0.07152161696420266,0.0
0.07223416548410232,0.0
0.07295381291220285,0.0
0.07368062997280768,0.0
0.07441468809482518,0.0
0.07515605941878864,0.0
0.07590481680394606,0.0
0.07666103383542022,0.0
0.07742478483144072,0.0
0.07819614485064723,0.0
0.0789751896994665,0.0
0.07976199593956186,0.0
0.08055664089535786,0.0
0.08135920266163894,0.0
0.0821697601112249,0.0
0.08298839290272152,0.0
0.08381518148834986,0.0
0.0846502071218522,0.0
0.08549355186647757,0.0
0.08634529860304693,0.0
0.08720553103809776,0.0
0.08807433371211114,0.0
0.0889517920078194,0.0
0.08983799215859782,0.0
0.09073302125693881,0.0
0.09163696726301156,0.0
0.09254991901330584,0.0
0.09347196622936321,0.0
0.09440319952659379,0.0
0.09534371042318235,0.0
0.09629359134908176,0.0
0.0972529356550969,0.0
0.09822183762205916,0.0
0.09920039247009127,0.0
0.10018869636796605,0.0
0.10118684644255671,0.0
0.10219494078838287,0.0
0.10321307847725021,0.0
0.1042413595679876,0.0
0.10527988511627975,0.0
0.10632875718459943,0.0
0.10738807885223703,0.0
0.10845795422543113,0.0
0.1095384884476,0.0
0.11062978770967405,0.0
0.11173195926053252,0.0
0.11284511141754293,0.0
0.11396935357720671,0.0
0.11510479622590966,0.0
0.11625155095078081,0.0
0.11740973045065803,0.0
0.11857944854716453,0.0
0.1197608201958939,0.0
0.1209539614977085,0.0
0.12215898971014849,0.0
0.12337602325895602,0.0
0.12460518174971379,0.0
0.1258465859795988,0.0
0.12710035794925478,0.0
0.1283666208747809,0.0
0.12964549919984206,0.0
0.13093711860789778,0.0
0.13224160603455481,0.0
0.13355908968004104,0.0
0.13488969902180536,0.0
0.13623356482724144,0.0
0.1375908191665399,0.0
0.13896159542566683,0.0
0.14034602831947293,0.0
0.1417442539049332,0.0
0.14315640959451698,0.0
0.1445826341696937,0.0
0.14602306779457055,0.0
0.1474778520296684,0.0
0.14894712984583278,0.0
0.15043104563828572,0.0
0.1519297452408151,0.0
0.15344337594010785,0.0
0.1549720864902237,0.0
0.15651602712721513,0.0
0.1580753495838913,0.0
0.15965020710472988,0.0
0.1612407544609381,0.0
0.16284714796566185,0.0
0.16446954548934886,0.0
0.16610810647526236,0.0
0.16776299195515196,0.0
0.1694343645650777,0.0
0.17112238856139497,0.0
0.17282722983689539,0.0
0.1745490559371117,0.0
0.17628803607678206,0.0
0.17804434115648124,0.0
0.17981814377941494,0.0
0.18160961826838298,0.0
0.1834189406829118,0.0
0.18524628883655567,0.0
0.18709184231437284,0.0
0.18895578249057324,0.0
0.19083829254634463,0.0
0.19273955748785346,0.0
0.1946597641644282,0.0
0.1965991012869207,0.0
0.19855775944625334,0.0
0.20053593113214824,0.0
0.20253381075204596,0.0
0.20455159465020975,0.0
0.2065894811270222,0.0
0.2086476704584739,0.0
0.21072636491584468,0.0
0.21282576878558343,0.0
0.21494608838938326,0.0
0.21708753210445939,0.0
0.21925031038402637,0.0
0.22143463577798203,0.0
0.2236407229537946,0.0
0.22586878871760102,0.0
0.2281190520355122,0.0
0.23039173405513394,0.0
0.23268705812729895,0.0
0.23500524982801768,0.0
0.23734653698064753,0.0
0.23971114967828136,0.0
0.24209932030636142,0.0
0.24451128356551619,0.0
0.24694727649462703,0.0
0.24940753849412228,0.0
0.251892311349506,0.0
0.2544018392551183,0.0
0.2569363688381353,0.0
0.2594961491828054,0.0
0.2620814318549297,0.0
0.2646924709265838,0.0
0.2673295230010874,0.0
0.26999284723822325,0.0
0.2726827053797046,0.0
0.2753993617749004,0.0
0.27814308340681226,0.0
0.2809141399183149,0.0
0.28371280363865337,0.0
0.28653934961020894,0.0
0.28939405561552667,0.0
0.2922772022046175,0.0
0.2951890727225272,0.0
0.2981299533371848,0.0
0.3011001330675241,0.0
0.3040999038118885,0.0
0.307129560376717,0.0
0.3101894005055189,0.0
0.3132797249081312,0.0
0.3164008372902742,0.0
0.31955304438339677,0.0
0.32273665597482354,0.0
0.3259519849381959,0.0
0.32919934726422256,0.0
0.33247906209173295,0.0
0.33579145173904285,0.0
0.3391368417356277,0.0
0.34251556085411616,0.0
0.34592794114260095,0.0
0.3493743179572697,0.0
0.3528550299953659,0.0
0.3563704193284704,0.0
0.35992083143612197,0.0
0.363506615239768,0.0
0.36712812313705834,0.0
0.3707857110364731,0.0
0.3744797383923034,0.0
0.37821056823997523,0.0
0.3819785672317302,0.0
0.38578410567265486,0.0
0.3896275575570753,0.0
0.3935093006053116,0.0
0.3974297163007978,0.0
0.4013891899275757,0.0
0.40538811060815494,0.0
0.40942687134175715,0.0
0.4135058690429372,0.0
0.41762550458059344,0.0
0.4217861828173591,0.0
0.42598831264939374,0.0
0.4302323070465666,0.0
0.4345185830930448,0.0
0.43884756202827785,0.0
0.4432196692883994,0.0
0.44763533454803606,0.0
0.4520949917625335,0.0
0.4565990792106078,0.0
0.46114803953741224,0.0
0.46574231979804276,0.0
0.4703823715014706,0.0
0.47506865065491893,0.0
0.4798016178086722,0.0
0.4845817381013404,0.0
0.4894094813055701,0.0
0.4942853218742151,0.0
0.4992097389869584,0.0
0.5041832165974085,0.0
0.509206243480659,0.0
0.5142793132813228,0.0
0.5194029245620497,0.0
0.5245775808525176,0.0
0.5298037906989208,0.0
0.5350820677139473,0.0
0.5404129306272571,0.0
0.5457969033364566,0.0
0.5512345149585883,0.0
0.5567262998821293,0.0
0.562272797819512,0.0
0.56787455386016,0.0
0.5735321185240608,0.0
0.579246047815869,0.0
0.5850169032795455,0.0
0.5908452520535498,0.0
0.5967316669265694,0.0
0.6026767263938155,0.0
0.6086810147138733,0.0
0.614745121966125,0.0
0.6208696441087345,0.0
0.62705518303722,0.0
0.6333023466436039,0.0
0.6396117488761588,0.0
0.6459840097997374,0.0
0.6524197556567142,0.0
0.6589196189285297,0.0
0.6654842383978474,0.0
0.6721142592113347,0.0
0.6788103329430597,0.0
0.6855731176585291,0.0
0.692403277979359,0.0
0.6993014851485956,0.0
0.7062684170966759,0.0
0.7133047585080564,0.0
0.7204112008885004,0.0
0.7275884426330358,0.0
0.7348371890945951,0.0
0.7421581526533279,0.0
0.749552052786616,0.0
0.7570196161397776,0.0
0.7645615765974864,0.0
0.772178675355885,0.0
0.7798716609954336,0.0
0.7876412895544749,0.0
0.7954883246035398,0.0
0.8034135373203806,0.0
0.8114177065657642,0.0
0.8195016189600154,0.0
0.8276660689603208,0.0
0.835911858938811,0.0
0.8442397992614068,0.0
0.8526507083674633,0.0
0.8611454128502017,0.0
0.8697247475379495,0.0
0.8783895555761744,0.0
0.8871406885103527,0.0
0.8959790063696523,0.0
0.9049053777514597,0.0
0.9139206799067335,0.0
0.9230257988262229,0.0
0.9322216293275384,0.0
0.9415090751430899,0.0
0.9508890490089085,0.0
0.9603624727543366,0.0
0.9699302773926289,0.0
0.979593403212446,0.0
0.9893527998702685,0.0
0.9992094264837157,0.0
1.0091642517258115,0.0
1.0192182539201782,0.0
1.0293724211371893,0.0
1.0396277512910634,0.0
1.0499852522379427,0.0
1.0604459418749383,0.0
1.0710108482401655,0.0
1.0816810096137817,0.0
1.0924574746200137,0.0
1.1033413023302208,0.0
1.114333562366972,0.0
1.125435335009172,0.0
1.1366477112982165,0.0
1.147971793145223,0.0
1.1594086934393177,0.0
1.1709595361570162,0.0
1.1826254564726697,0.0
1.1944076008700344,0.0
1.2063071272549428,0.0
1.218325205069095,0.0
1.2304630154049954,0.0
1.2427217511220154,0.0
1.2551026169636295,0.0
1.2676068296758096,0.0
1.2802356181266115,0.0
1.2929902234269295,0.0
1.3058718990524778,0.0
1.318881910966973,0.0
1.3320215377465565,0.0
1.3452920707054352,0.0
1.3586948140227975,0.0
1.3722310848709782,0.0
1.3859022135449053,0.0
1.399709543592845,0.0
1.413654431948427,0.0
1.4277382490640076,0.0
1.4419623790453486,0.0
1.456328219787652,0.0
1.470837183112924,0.0
1.485490694908736,0.0
1.500290195268348,0.0
1.5152371386322472,0.0
1.5303329939310695,0.0
1.5455792447299708,0.0
1.560977389374424,0.0
1.5765289411374677,0.0
1.5922354283684361,0.0
1.608098394643144,0.0
1.6241193989155935,0.0
1.640300015671177,0.0
1.6566418350814245,0.0
1.6731464631602602,0.0
1.6898155219218498,0.0
1.7066506495399976,0.0
1.7236535005091551,0.0
1.7408257458069984,0.0
1.7581690730586577,0.0
1.7756851867025694,0.0
1.7933758081579778,0.0
1.8112426759941231,0.0
1.829287546101082,0.0
1.8475121918623432,0.0
1.8659184043290822,0.0
1.8845079923961932,0.0
1.9032827829800394,0.0
1.9222446211980107,0.0
1.9413953705498466,0.0
1.960736913100789,0.0
1.9802711496665235,0.0
1.9999999999999982,0.0
