l,C_l^{TT}
332,2686.3312365848374
333,2658.888399264363
334,2631.6777760662426
335,2604.7131139339212
336,2577.993300683014
337,2551.524650141142
338,2525.313473900759
339,2499.373509786065
340,2473.71106528223
341,2448.32501767756
342,2423.2216709178683
343,2398.407327420983
344,2373.88085990121
345,2349.648568253524
346,2325.7167513949007
347,2302.0842791124082
348,2278.757448967619
349,2255.7499865048553
350,2233.0607604117463
351,2210.703606579113
352,2188.685374601171
353,2167.0055966508125
354,2145.671233944845
355,2124.6966769511205
356,2104.074032189984
357,2083.810264182107
358,2063.912338937524
359,2044.3797957868053
360,2025.2121759035722
361,2006.4164508169258
362,1987.9921658621709
363,1969.9537253710776
364,1952.285822697515
365,1935.0102954839006
366,1918.1192706097631
367,1901.6197343803412
368,1885.5112475489846
369,1869.793373726528
370,1854.4805361268793
371,1839.5574474967284
372,1825.0385369351047
373,1810.9159514459138
374,1797.1966976806639
375,1783.8729285167128
376,1770.9516564259675
377,1758.4398967312961
378,1746.3223825027717
379,1734.6135629474265
380,1723.313033237776
381,1712.412962785181
382,1701.920380207915
383,1691.8348881931024
384,1682.148663405966
385,1672.8613130973495
386,1663.9798750097364
387,1655.5039605829948
388,1647.4183265117977
389,1639.7300164071662
390,1632.4386473095362
391,1625.5438379579655
392,1619.0303520145333
393,1612.9126680976888
394,1607.1755529199645
395,1601.8186313379092
396,1596.8415296094938
397,1592.2364470119142
398,1588.010440871097
399,1584.1557131506343
400,1580.6718955039894
401,1577.5587504885666
402,1574.8091318938611
403,1572.4234528257207
404,1570.4021278538519
405,1568.7307163717624
406,1567.4096360694753
407,1566.4393063155678
408,1565.8127198997508
409,1565.5154431353405
410,1565.5627577218806
411,1565.9253773620887
412,1566.61858809146
413,1567.6353932587995
414,1568.9687987148748
415,1570.6043846040795
416,1572.5574472604608
417,1574.8061442019043
418,1577.3583494292689
419,1580.1996551207244
420,1583.3379418773077
421,1586.7588087622037
422,1590.4552868380315
423,1594.43526764769
424,1598.6843615868486
425,1603.1956114207287
426,1607.969492390854
427,1612.9841989107874
428,1618.2550714539327
429,1623.7528847748038
430,1629.4781314730235
431,1635.4313086406364
432,1641.5980611961827
433,1647.9863236563351
434,1654.5743216900046
435,1661.3699989114332
436,1668.3664467549122
437,1675.556761136621
438,1682.934042401198
439,1690.4988236040206
440,1698.2367853782864
441,1706.1410408898328
442,1714.1972790275047
443,1722.4060493322163
444,1730.7530484624515
445,1739.231405100542
446,1747.8342514478766
447,1756.554723061293
448,1765.4008153819373
449,1774.3582418054593
450,1783.4201468986985
451,1792.587149256139
452,1801.8600420934722
453,1811.2173788664034
454,1820.6600001315312
455,1830.1738916001677
456,1839.7524689957208
457,1849.3891495128241
458,1859.0699232803736
459,1868.7807815300841
460,1878.5374298218612
461,1888.3110043727472
462,1898.1246404495985
463,1907.9494753138435
464,1917.8086449828315
465,1927.6732871944246
466,1937.559109839168
467,1947.4521073479875
468,1957.3382739950337
469,1967.2184605119253
470,1977.0786606125323
471,1986.9048676313275
472,1996.6979311737377
473,2006.4438436767969
474,2016.1434537833159
475,2025.7901812754137
476,2035.3848737699138
477,2044.9135216725124
478,2054.3843999432884
479,2063.79835471852
480,2073.133946640741
481,2082.406877698101
482,2091.588279414812
483,2100.6864247519143
484,2109.6873013570294
485,2118.5768966695096
486,2127.363483027106
487,2136.0330476207628
488,2144.5790059511555
489,2153.0096302325796
490,2161.3109076923306
491,2169.483682368483
492,2177.5287984507563
493,2185.44710031573
494,2193.232004204679
495,2200.876926593918
496,2208.382712556305
497,2215.7353507121957
498,2222.9356866219173
499,2229.977137715712
500,2236.8531216134265
501,2243.5569902887714
502,2250.08926098484
503,2256.442956828144
504,2262.61852924444
505,2268.623857868464
506,2274.4445370407648
507,2280.088445795439
508,2285.5486059838627
509,2290.818038839404
510,2295.9120498821985
511,2300.808801961632
512,2305.523598594547
513,2310.0420286407516
514,2314.364536225231
515,2318.491563852298
516,2322.423552215196
517,2326.1535116515033
518,2329.6744502961933
519,2332.9942305832765
520,2336.0984272951687
521,2338.994897465509
522,2341.6766384310868
523,2344.136644338577
524,2346.3901910057502
525,2348.422837285534
526,2350.2498516902897
527,2351.8642137698585
528,2353.2663273508797
529,2354.456592034321
530,2355.4428314038505
531,2356.2105794940844
532,2356.7750791234357
533,2357.129283335927
534,2357.266140358505
535,2357.2008785717885
536,2356.9190079920777
537,2356.43574702111
538,2355.744023956182
539,2354.8516187174077
540,2353.744021086529
541,2352.4438575128324
542,2350.9440359783844
543,2349.2374594296944
544,2347.3393108718133
545,2345.2499116725435
546,2342.9621499795985
547,2340.483765848958
548,2337.815066281618
549,2334.9563536703386
550,2331.9079259042073
551,2328.684834991161
552,2325.272022505335
553,2321.6840410805257
554,2317.928010975075
555,2313.996191850921
556,2309.8882679553285
557,2305.626204952927
558,2301.194823254737
559,2296.6012249496057
560,2291.845080530014
561,2286.9409140660277
562,2281.873533222434
563,2276.6574561739276
564,2271.299769960779
565,2265.7852738882316
566,2260.1284780704405
567,2254.336461763131
568,2248.4014450884456
569,2242.330502501839
570,2236.1232777976848
571,2229.786840856374
572,2223.3282593307845
573,2216.747170322838
574,2210.04320875072
575,2203.238292406938
576,2196.317195154216
577,2189.301830416857
578,2182.1843960087594
579,2174.971944207117
580,2167.67152501668
581,2160.290186127758
582,2152.8275445179775
583,2145.283214749365
584,2137.671665611379
585,2129.9925066590667
586,2122.245344850304
587,2114.4372128313657
588,2106.5825688718396
589,2098.6661550489057
590,2090.70985233677
591,2082.713253744524
592,2074.67594931045
593,2066.604954400506
594,2058.499852961698
595,2050.3750825332763
596,2042.2302208136095
597,2034.0648423368195
598,2025.8859468081785
599,2017.7005307487157
600,2009.508159150138
601,2001.323212402039
602,1993.130201799006
603,1984.958167500886
604,1976.7915765203404
605,1968.6371779382202
606,1960.5091462784142
607,1952.3993681944212
608,1944.322012670544
609,1936.2838177325134
610,1928.2692338702493
611,1920.3072793246347
612,1912.3824000298425
613,1904.5013249211595
614,1896.6856377499387
615,1888.9123504557285
616,1881.210471901814
617,1873.5718678618382
618,1866.0032596676317
619,1858.5039393600568
620,1851.0806265956655
621,1843.7474688564032
622,1836.496328260852
623,1829.3264951789627
624,1822.2521167964906
625,1815.2724839275786
626,1808.3943162774735
627,1801.6094776010937
628,1794.9395460102198
629,1788.3689590223537
630,1781.9118689085803
631,1775.5675727813261
632,1769.3353694769482
633,1763.2294164304212
634,1757.2415880896785
635,1751.3786178232724
636,1745.6472413665501
637,1740.0467686079269
638,1734.5765120651176
639,1729.2432153505636
640,1724.046196575112
641,1718.9922051415936
642,1714.0731367760413
643,1709.310603700122
644,1704.6816511886964
645,1700.2078978222517
646,1695.8886803737917
647,1691.7159105385888
648,1687.6963600047748
649,1683.8293754135868
650,1680.12916341287
651,1676.5802713332293
652,1673.189737975518
653,1669.964656195004
654,1666.9046937457122
655,1664.0169499535675
656,1661.2862422844971
657,1658.7271047626305
658,1656.3392178334836
659,1654.1222650282753
660,1652.0759329277523
661,1650.1999111269026
662,1648.5013205516443
663,1646.9724283770681
664,1645.6203614007527
665,1644.4448209683997
666,1643.4380829549696
667,1642.6072828019483
668,1641.9595588093218
669,1641.479767083756
670,1641.1824799961657
671,1641.0599877430377
672,1641.1120117680412
673,1641.3382764401226
674,1641.738509089718
675,1642.31986840312
676,1643.0746594237094
677,1644.0026186624345
678,1645.0960574645815
679,1646.369575485313
680,1647.81549066961
681,1649.4261243909489
682,1651.2012298954576
683,1653.1479924012458
684,1655.266172502029
685,1657.5406779251261
686,1659.9787053943544
687,1662.5800273432938
688,1665.3444203816305
689,1668.2716654122337
690,1671.3541193981143
691,1674.5915721793895
692,1677.9838182378783
693,1681.5306568094445
694,1685.2244636427117
695,1689.072476154544
696,1693.0522234282003
697,1697.185809809603
698,1701.450774791445
699,1705.86180494565
700,1710.4038788427422
701,1715.0769168428058
702,1719.8737349779892
703,1724.8020911673898
704,1729.8623205732765
705,1735.0324789234717
706,1740.335197675536
707,1745.748543814522
708,1751.272874994648
709,1756.9159828168076
710,1762.6633793941876
711,1768.515439058798
712,1774.4799699553475
713,1780.5350722231863
714,1786.6885647208803
715,1792.9408431872957
716,1799.2774517938894
717,1805.6987964389687
718,1812.2052879317473
719,1818.7899135185617
720,1825.4530934524357
721,1832.1878241549548
722,1838.9945347732132
723,1845.8736586808716
724,1852.8182049748814
725,1859.828615019478
726,1866.8979055865157
727,1874.0265253950063
728,1881.2149265989533
729,1888.4412795745793
730,1895.720899561002
731,1903.0468196984243
732,1910.404647571103
733,1917.8022784538355
734,1925.2327534099115
735,1932.6816874949268
736,1940.1644113665602
737,1947.6591159963677
738,1955.1737076920608
739,1962.7012378724546
740,1970.2347596511906
741,1977.767327727014
742,1985.299426631579
743,1992.831542284175
744,2000.3493052036986
745,2007.8532038296132
746,2015.3362993985884
747,2022.7990825796658
748,2030.2346167154894
749,2037.6433944713335
750,2045.018481089565
751,2052.352971179312
752,2059.6400741182565
753,2066.887885289597
754,2074.0896441788204
755,2081.238591054283
756,2088.327966950548
757,2095.373298705072
758,2102.360400494278
759,2109.2899439240596
760,2116.1551729684747
761,2122.956760659401
762,2129.6879523741522
763,2136.349422522339
764,2142.926989478992
765,2149.421328966251
766,2155.8331173296974
767,2162.1481748101733
768,2168.3746072622457
769,2174.490807663977
770,2180.5123112244964
771,2186.4249401803927
772,2192.221945488516
773,2197.9114351103253
774,2203.4792321870004
775,2208.9260167090624
776,2214.2598970763665
777,2219.4741249493436
778,2224.5693801934854
779,2229.546342414595
780,2234.3982624859254
781,2239.133247468388
782,2243.737118721061
783,2248.217981857081
784,2252.5616564895304
785,2256.7688178235057
786,2260.825283089872
787,2264.7391531257367
788,2268.5036704474974
789,2272.1046474210984
790,2275.557607829686
791,2278.8483598851135
792,2281.984994491059
793,2284.96074330175
794,2287.77626358211
795,2290.424781316849
796,2292.914376071808
797,2295.2456957556233
798,2297.4119564347393
799,2299.4212272025597
800,2301.2667166010124
801,2302.949020213322
802,2304.4760086408005
803,2305.833225797473
804,2307.0284961432762
805,2308.0473544363476
806,2308.8827589958764
807,2309.5350915725116
808,2310.0047288775045
809,2310.2846141212253
810,2310.3751136121127
811,2310.2765883148163
812,2310.0042504692105
813,2309.551021767916
814,2308.9246750466277
815,2308.132977532985
816,2307.176262455929
817,2306.0474290153816
818,2304.7467990623168
819,2303.2672603874475
820,2301.6016950699654
821,2299.7429794849463
822,2297.69141266951
823,2295.4398596462415
824,2292.996036505359
825,2290.3676537425777
826,2287.5549879535565
827,2284.565738584823
828,2281.4001712887566
829,2278.073403034233
830,2274.5856887692303
831,2270.937278187965
832,2267.1209874496085
833,2263.1296275991485
834,2258.970861339459
835,2254.6300613519106
836,2250.100023768873
837,2245.3883965944765
838,2240.502823073039
839,2235.4286567051017
840,2230.1958164637726
841,2224.7970750029217
842,2219.240057166263
843,2213.524954989942
844,2207.674241152533
845,2201.6658138671582
846,2195.514708773744
847,2189.2062438212397
848,2182.748017748672
849,2176.1327683579834
850,2169.3532292333944
851,2162.424342915394
852,2155.338475136523
853,2148.1027722477115
854,2140.716948057044
855,2133.2029972254236
856,2125.545768455156
857,2117.767247979316
858,2109.8671327433126
859,2101.8451154363447
860,2093.700884469734
861,2085.441552303643
862,2077.05937037148
863,2068.568870805541
864,2059.9622963097236
865,2051.2393135351595
866,2042.414441406096
867,2033.4724809956574
868,2024.4205139570502
869,2015.2656174550818
870,2006.000007451308
871,1996.6307520946152
872,1987.1649150147944
873,1977.5946986211025
874,1967.934585858061
875,1958.1841984646783
876,1948.3505820420194
877,1938.4333493762383
878,1928.4543938701554
879,1918.3984627791626
880,1908.2800124089379
881,1898.0912097169057
882,1887.8465024748307
883,1877.5380492363663
884,1867.1654328150987
885,1856.7356603695514
886,1846.24830679558
887,1835.7029431772785
888,1825.1139935957162
889,1814.4661651430267
890,1803.7813031973237
891,1793.0515363998827
892,1782.2838468924583
893,1771.4777854083538
894,1760.6477564705442
895,1749.7784484426365
896,1738.8916888381682
897,1727.9795893294674
898,1717.049116013782
899,1706.1072328803648
900,1695.1534736301915
901,1684.1873384112928
902,1673.22305533219
903,1662.2599625945509
904,1651.297397154026
905,1640.3421232436385
906,1629.3934758453388
907,1618.4656459111936
908,1607.5505387804385
909,1596.6549160964062
910,1585.7781109183552
911,1574.926884581033
912,1564.1079984995595
913,1553.3207859700349
914,1542.5645806660407
915,1531.8387167800108
916,1521.1573858599834
917,1510.5124951892933
918,1499.9033813130543
919,1489.344238508336
920,1478.8344054974716
921,1468.3657939069926
922,1457.9526017717226
923,1447.6016002313536
924,1437.2972769221317
925,1427.06126286581
926,1416.8854773993155
927,1406.7766983533706
928,1396.7417054245857
929,1386.779851893574
930,1376.8904930396666
931,1367.0729862018313
932,1357.3415475369202
933,1347.6881103233816
934,1338.1194667651016
935,1328.6349829912795
936,1319.2340274557646
937,1309.9233993352796
938,1300.702471876192
939,1291.5780491420126
940,1282.5420810097676
941,1273.6088049688926
942,1264.7701760682748
943,1256.0330087172997
944,1247.3966916864872
945,1238.8680448612758
946,1230.4390342467295
947,1222.1239137766738
948,1213.9146552727148
949,1205.8106619085775
950,1197.8261966266523
951,1189.953264873211
952,1182.1914013232072
953,1174.5475967045934
954,1167.0139884092343
955,1159.6050023260034
956,1152.3127828241086
957,1145.1443345920202
958,1138.0918093268158
959,1131.1622192279938
960,1124.3625803920027
961,1117.6850562087097
962,1111.1366708610083
963,1104.7170243739602
964,1098.4257210658793
965,1092.262369649705
966,1086.2265833345207
967,1080.3254082770395
968,1074.551038631377
969,1068.910530049412
970,1063.4035147277896
971,1058.02220150361
972,1052.7736609983551
973,1047.6575406573525
974,1042.6809215370906
975,1037.8286049872092
976,1033.1076828307496
977,1028.5252523875276
978,1024.0735598427514
979,1019.7522853615432
980,1015.5685431470389
981,1011.5145964417793
982,1007.590142624384
983,1003.7948848987814
984,1000.1359606773066
985,996.6056565560159
986,993.2036933846023
987,989.9372262785879
988,986.7985595737578
989,983.7874318750856
990,980.9035876977002
991,978.1467774512192
992,975.5241857675747
993,973.0207180709849
994,970.6509989942679
995,968.3999455352243
996,966.274765460848
997,964.2752438531533
998,962.4011714009424
999,960.6449159860983
1000,959.013707666273
1001,957.4925547520439
1002,956.0964158846299
1003,954.810599452313
1004,953.6427040590055
1005,952.5780483377087
1006,951.6316693150973
1007,950.7888955206713
1008,950.057345348401
1009,949.4372135647855
1010,948.9138428672363
1011,948.5022938941925
1012,948.187918332082
1013,947.9709289265086
1014,947.866399392993
1015,947.8522658773355
1016,947.9436103718899
1017,948.1406621795066
1018,948.4287978313689
1019,948.8156827584229
1020,949.3015578130578
1021,949.8792391944153
1022,950.548975076917
1023,951.2961604903152
1024,952.1359073547852
1025,953.0461892650412
1026,954.0421249319235
1027,955.1091229718679
1028,956.2474519526367
1029,957.4722403399055
1030,958.7614779942743
1031,960.1302996244847
1032,961.564129587608
1033,963.0781086449321
1034,964.6576671150185
1035,966.3105232813622
1036,968.0221132473426
1037,969.78530429387
1038,971.6152515363821
1039,973.4973994290887
1040,975.4246234713519
1041,977.4046585118439
1042,979.4303852998731
1043,981.4946871362763
1044,983.6127348722844
1045,985.7699884032786
1046,987.9667667128698
1047,990.2033911117514
1048,992.4801851735468
1049,994.7900463166438
1050,997.1333024327871
1051,999.5028880575732
1052,1001.8992998317798
1053,1004.3230692248155
1054,1006.7747294979941
1055,1009.2399589097116
1056,1011.7267223676217
1057,1014.2281295735596
1058,1016.744719965737
1059,1019.2696059050219
1060,1021.8107576079057
1061,1024.3612896232858
1062,1026.9217457567345
1063,1029.485242239454
1064,1032.0523242943977
1065,1034.616109297821
1066,1037.184571688803
1067,1039.743401073804
1068,1042.3080005315956
1069,1044.8566313119325
1070,1047.4046961870893
1071,1049.9378841471641
1072,1052.464168698302
1073,1054.9692376070182
1074,1057.4610628472867
1075,1059.9327586950844
1076,1062.3922949758191
1077,1064.8253551605717
1078,1067.2399063165738
1079,1069.621628856598
1080,1071.9859148438995
1081,1074.3184410461158
1082,1076.6197388957341
1083,1078.8903376519947
1084,1081.130764267049
1085,1083.334114905937
1086,1085.5009115216694
1087,1087.6316733841559
1088,1089.7194886139628
1089,1091.7648707718404
1090,1093.7683304026739
1091,1095.7303749349903
1092,1097.6440802356128
1093,1099.5099472205156
1094,1101.3284734204124
1095,1103.1001529020566
1096,1104.8180478447234
1097,1106.4900735230358
1098,1108.1092848432795
1099,1109.6687329863255
1100,1111.1837504057296
1101,1112.6325110216508
1102,1114.0302748114318
1103,1115.3625714867655
1104,1116.644640216768
1105,1117.862002794605
1106,1119.015033711048
1107,1120.1115317794
1108,1121.1370067124642
1109,1122.106677554734
1110,1123.0060458629634
1111,1123.8428941422846
1112,1124.6101440807897
1113,1125.315569937496
1114,1125.95208512912
1115,1126.5200272691002
1116,1127.0197298058172
1117,1127.4515220109722
1118,1127.8157289676135
1119,1128.1052432073047
1120,1128.320381397214
1121,1128.468884325671
1122,1128.543631835761
1123,1128.5449278590636
1124,1128.4805003971524
1125,1128.3357881005256
1126,1128.1110819981477
1127,1127.8215254740667
1128,1127.4599724911118
1129,1127.0192726149469
1130,1126.5145560365359
1131,1125.9312350906107
1132,1125.2770026762628
1133,1124.5521188235416
1134,1123.7494106599972
1135,1122.8765574270983
1136,1121.9338053945085
1137,1120.913967824702
1138,1119.8247099881864
1139,1118.6662640773584
1140,1117.424000821282
1141,1116.1204279032017
1142,1114.740906424845
1143,1113.2930776765975
1144,1111.7697213561157
1145,1110.1784689412161
1146,1108.519518613354
1147,1106.7930635847772
1148,1104.9918637281626
1149,1103.1235306105434
1150,1101.1882424293203
1151,1099.1861302718064
1152,1097.1171518659683
1153,1094.9886461738172
1154,1092.7856620754708
1155,1090.52295682942
1156,1088.1929976342683
1157,1085.8031033985906
1158,1083.3531597140316
1159,1080.8430472347397
1160,1078.2726417119466
1161,1075.64181403398
1162,1072.9578586219598
1163,1070.2132084299064
1164,1067.4151484019424
1165,1064.5635304830168
1166,1061.6507736855212
1167,1058.6841492116646
1168,1055.6634954791748
1169,1052.5960749028905
1170,1049.4742889295114
1171,1046.305391528269
1172,1043.0892042337491
1173,1039.8255445933332
1174,1036.5142262677061
1175,1033.1550591343707
1176,1029.7552777440824
1177,1026.3146847288772
1178,1022.8256509125962
1179,1019.3028288240575
1180,1015.7385827090305
1181,1012.132702045661
1182,1008.4924016595086
1183,1004.8174651383526
1184,1001.1076732976911
1185,997.3628042956148
1186,993.5826337470011
1187,989.7743631869907
1188,985.9377634824737
1189,982.0726032928359
1190,978.1712208284866
1191,974.2556657089548
1192,970.3108439153812
1193,966.3439446949866
1194,962.3621556103944
1195,958.3578059367009
1196,954.3306518072108
1197,950.2878763057972
1198,946.2366612063577
1199,942.1693303593737
1200,938.0856348271072
1201,933.9927245807737
1202,929.8902067253051
1203,925.7776590808127
1204,921.6620869923792
1205,917.535638352051
1206,913.4053170706759
1207,909.2706980962685
1208,905.1387841821153
1209,901.0091492525862
1210,896.873938468383
1211,892.7401533417184
1212,888.614795099667
1213,884.4900080471972
1214,880.372793031632
1215,876.2701508057949
1216,872.1667970413405
1217,868.0771608452656
1218,864.000814724087
1219,859.9373313511669
1220,855.878855284647
1221,851.8472447884466
1222,847.8197884012577
1223,843.8183452129556
1224,839.8276330873211
1225,835.8620838919526
1226,831.9138451264703
1227,827.9899217560949
1228,824.0898912456544
1229,820.2207603473024
1230,816.3746801394503
1231,812.5512311696442
1232,808.7574235490897
1233,805.0002686992506
1234,801.2644944001735
1235,797.5645433434164
1236,793.892574783432
1237,790.2556063937363
1238,786.6532293226701
1239,783.0850366515407
1240,779.5506235036597
1241,776.057015504532
1242,772.603812191926
1243,769.1831871267995
1244,765.8021730550423
1245,762.4603769674836
1246,759.1648369106105
1247,755.9077370451841
1248,752.6961211554435
1249,749.5221793548296
1250,746.4003899421713
1251,743.3155275917741
1252,740.2746815226145
1253,737.2849509283465
1254,734.3385818325924
1255,731.4426805815002
1256,728.5969288810684
1257,725.8010122317497
1258,723.0546200088748
1259,720.3500171886938
1260,717.7091861716164
1261,715.1095433472491
1262,712.5656510100988
1263,710.0772189660938
1264,707.6365329363438
1265,705.2507396565832
1266,702.9121335200264
1267,700.6352983676306
1268,698.4125374207912
1269,696.2435867117711
1270,694.128186758185
1271,692.0660825831417
1272,690.0644520811568
1273,688.1156209787356
1274,686.2186050572583
1275,684.3805958261986
1276,682.5991324819015
1277,680.8739872637776
1278,679.204936941671
1279,677.5917628051847
1280,676.0349934851614
1281,674.5344192674771
1282,673.0898349095518
1283,671.7010396197448
1284,670.3678370349218
1285,669.0907780314799
1286,667.8689321949653
1287,666.7028591338124
1288,665.5916371120738
1289,664.5350915267547
1290,663.5345377147472
1291,662.5883239144566
1292,661.6962882477878
1293,660.8582730221734
1294,660.0748675380818
1295,659.3436938869255
1296,658.666092439992
1297,658.0404363077022
1298,657.4673311601297
1299,656.9451581931145
1300,656.4737882806115
1301,656.0531272319354
