l,EE
426,2.3913611681761258e-12
427,2.3765437968272495e-12
428,2.361371831682763e-12
429,2.345844975329991e-12
430,2.3299729238312904e-12
431,2.3137853666499483e-12
432,2.297271986578915e-12
433,2.280442459672552e-12
434,2.263316455181448e-12
435,2.2458836354904425e-12
436,2.2281636560599823e-12
437,2.2101561653709155e-12
438,2.1918808048728226e-12
439,2.1733372089360512e-12
440,2.1545350048075024e-12
441,2.135493812570343e-12
442,2.1162132451077055e-12
443,2.096712908070554e-12
444,2.0770023998497144e-12
445,2.0570813115523074e-12
446,2.036979226982577e-12
447,2.0166957226272627e-12
448,1.9962503676456134e-12
449,1.975652723864116e-12
450,1.9549023457760226e-12
451,1.9340286248650274e-12
452,1.9130303225724686e-12
453,1.8919260373539054e-12
454,1.8707243603793347e-12
455,1.8494338755578375e-12
456,1.8280631595673895e-12
457,1.80662078188995e-12
458,1.7851253048517814e-12
459,1.7635852836690997e-12
460,1.7420092664990398e-12
461,1.7204057944959488e-12
462,1.6988034018730424e-12
463,1.677210615969384e-12
464,1.6556359573222178e-12
465,1.6340979397446064e-12
466,1.6126050704083757e-12
467,1.5911758499323403e-12
468,1.5698187724757277e-12
469,1.548542325836833e-12
470,1.5273549915567813e-12
471,1.5062752450283951e-12
472,1.4853215556100678e-12
473,1.4644923867446122e-12
474,1.4437961960829708e-12
475,1.4232614356127347e-12
476,1.4028965517913917e-12
477,1.3826999856841878e-12
478,1.3627001731065482e-12
479,1.3429055447709247e-12
480,1.3233345264380052e-12
481,1.3039755390721475e-12
482,1.2848669990009708e-12
483,1.266007318078957e-12
484,1.2474149038549945e-12
485,1.2290981597437086e-12
486,1.2110654852005126e-12
487,1.1933252759002387e-12
488,1.1759059239192403e-12
489,1.1587958179208517e-12
490,1.1420233433440923e-12
491,1.1255968825955167e-12
492,1.1095148152440824e-12
493,1.0937955182189055e-12
494,1.0784573660098452e-12
495,1.0635087308707654e-12
496,1.0489479830253767e-12
497,1.0347934908755567e-12
498,1.0210536212120381e-12
499,1.0077367394273719e-12
500,9.94861209731049e-13
501,9.82425441893925e-13
502,9.704480310490703e-13
503,9.589276183311147e-13
504,9.478928445718368e-13
505,9.373323505246475e-13
506,9.27264777090695e-13
507,9.177007655464455e-13
508,9.086489577727019e-13
509,9.001159964849222e-13
510,8.921095254647887e-13
511,8.84636189792917e-13
512,8.777026360826327e-13
513,8.713175127147117e-13
514,8.654874700730077e-13
515,8.602181607808717e-13
516,8.555172399382892e-13
517,8.513893653596105e-13
518,8.478421978118108e-13
519,8.448804012531841e-13
520,8.425096430723578e-13
521,8.407365943275435e-13
522,8.395659299859011e-13
523,8.390023291629591e-13
524,8.390484753619313e-13
525,8.397080567128359e-13
526,8.409837662113295e-13
527,8.428793019570905e-13
528,8.45398367391685e-13
529,8.485426715357322e-13
530,8.523139292252993e-13
531,8.567158613473354e-13
532,8.617481950740628e-13
533,8.674126640961318e-13
534,8.737110088544313e-13
535,8.806459767703946e-13
536,8.882173224746378e-13
537,8.964248080338078e-13
538,9.052692031754086e-13
539,9.147482855105385e-13
540,9.248618407542962e-13
541,9.356106629437136e-13
542,9.469925546530408e-13
543,9.590063272062287e-13
544,9.71650800886392e-13
545,9.849208051421138e-13
546,9.988161787903819e-13
547,1.0133317702160115e-12
548,1.0284564375673365e-12
549,1.044209048948024e-12
550,1.0605584826047934e-12
551,1.0775238576396516e-12
552,1.095085225775145e-12
553,1.1132428799426001e-12
554,1.1319971239230653e-12
555,1.1513382725120314e-12
556,1.1712666516790355e-12
557,1.1917725987219972e-12
558,1.212856462416114e-12
559,1.2345086031571375e-12
560,1.2567293930989433e-12
561,1.2794992162851816e-12
562,1.3028284687749155e-12
563,1.3266975587620815e-12
564,1.3511069066886599e-12
565,1.376046945351452e-12
566,1.4015181200022961e-12
567,1.4274908884416776e-12
568,1.4539757211055828e-12
569,1.480963101145542e-12
570,1.5084335245017373e-12
571,1.5363874999691238e-12
572,1.564805549256497e-12
573,1.5936882070384138e-12
574,1.6230260209999383e-12
575,1.6527995518741375e-12
576,1.6830093734723393e-12
577,1.713636072707036e-12
578,1.744670249607484e-12
579,1.7761125173279176e-12
580,1.8079335021484198e-12
581,1.8401338434683997e-12
582,1.8726941937926886e-12
583,1.9056052187102706e-12
584,1.938867596865644e-12
585,1.9724420199228227e-12
586,2.0063391925220413e-12
587,2.0405398322291147e-12
588,2.0750246694775545e-12
589,2.109784447503436e-12
590,2.144809922273069e-12
591,2.180081862403476e-12
592,2.215591049075793e-12
593,2.2513182759415593e-12
594,2.2872543490220056e-12
595,2.323380086600333e-12
596,2.3596863191070954e-12
597,2.396153888998692e-12
598,2.4327636506290405e-12
599,2.4695164701144687e-12
600,2.5063832251919183e-12
601,2.543354992243841e-12
602,2.580413607663261e-12
603,2.617551106172007e-12
604,2.654749533479239e-12
605,2.6919909461068723e-12
606,2.7292674112086413e-12
607,2.76657100638282e-12
608,2.8038738194786676e-12
609,2.8411679483966595e-12
610,2.878435500882529e-12
611,2.9156485943152097e-12
612,2.95280935548871e-12
613,2.9898999203879753e-12
614,3.026902433958807e-12
615,3.0637990498718704e-12
616,3.1005819302808717e-12
617,3.1372432455749443e-12
618,3.1737751741253262e-12
619,3.210139902026343e-12
620,3.2463496228308242e-12
621,3.2823865372799733e-12
622,3.31821285302776e-12
623,3.353840784359937e-12
624,3.3892425519077286e-12
625,3.4244103823562854e-12
626,3.4593165081479744e-12
627,3.493953167180599e-12
628,3.5283026025006612e-12
629,3.562357061991721e-12
630,3.596108798057995e-12
631,3.6295200673032707e-12
632,3.662603130205294e-12
633,3.695330250785687e-12
634,3.727683696275594e-12
635,3.7596657367771215e-12
636,3.79124864492077e-12
637,3.822434695518953e-12
638,3.853196165215797e-12
639,3.88353533213335e-12
640,3.9134244755143975e-12
641,3.9428658753620125e-12
642,3.97183181207607e-12
643,4.000324566086882e-12
644,4.028326417486127e-12
645,4.055809645655336e-12
646,4.082776528892064e-12
647,4.109209344034007e-12
648,4.1350903660812475e-12
649,4.160421867816888e-12
650,4.18518611942624e-12
651,4.209385321148303e-12
652,4.233011401993177e-12
653,4.25605622025806e-12
654,4.278511630109684e-12
655,4.300359481199945e-12
656,4.321611618281528e-12
657,4.3422498808238284e-12
658,4.362266102629319e-12
659,4.381642111450686e-12
660,4.400379728608951e-12
661,4.418460768612826e-12
662,4.435877038779548e-12
663,4.452630338857434e-12
664,4.468702460650411e-12
665,4.48409518764475e-12
666,4.498800294638226e-12
667,4.5128195473719905e-12
668,4.526134702165307e-12
669,4.538737505553459e-12
670,4.550639693929001e-12
671,4.561832993186582e-12
672,4.572299118371568e-12
673,4.582049773332657e-12
674,4.591076650378707e-12
675,4.599371429939966e-12
676,4.606935780233891e-12
677,4.613771356935762e-12
678,4.619859802854274e-12
679,4.625202747612262e-12
680,4.6298018073327596e-12
681,4.633638584330544e-12
682,4.636724666809339e-12
683,4.639041628564825e-12
684,4.640601028693613e-12
685,4.641414411308337e-12
686,4.641473305259008e-12
687,4.640799223860756e-12
688,4.639373664628118e-12
689,4.6372181090159856e-12
690,4.634344022167359e-12
691,4.630732852668033e-12
692,4.626396032308305e-12
693,4.6213349758518855e-12
694,4.615561080812082e-12
695,4.609065727235393e-12
696,4.6018402774926295e-12
697,4.593916076077681e-12
698,4.585274449414011e-12
699,4.575926705669063e-12
700,4.565884134576593e-12
701,4.555147738149267e-12
702,4.543717423163734e-12
703,4.531612808361165e-12
704,4.518823493420499e-12
705,4.505369058822357e-12
706,4.49124906572163e-12
707,4.4764830558287905e-12
708,4.461050551300083e-12
709,4.444991054636713e-12
710,4.428294048593093e-12
711,4.4109689960943144e-12
712,4.393025340162908e-12
713,4.374462503855033e-12
714,4.355299890206181e-12
715,4.335536882186505e-12
716,4.315172842665881e-12
717,4.294217114388801e-12
718,4.272679019959187e-12
719,4.250577861835235e-12
720,4.227912922334361e-12
721,4.204713463648354e-12
722,4.1809787278688e-12
723,4.156737937022883e-12
724,4.132000293119575e-12
725,4.10677497820637e-12
726,4.081071154436519e-12
727,4.054907964146907e-12
728,4.028284529946543e-12
729,4.00122995481575e-12
730,3.973733322216056e-12
731,3.945823696210811e-12
732,3.917500121596538e-12
733,3.888791624045002e-12
734,3.859687210256031e-12
735,3.830225868121001e-12
736,3.800416566897017e-12
737,3.770258257391695e-12
738,3.739779872158534e-12
739,3.708990325702786e-12
740,3.6779085146977595e-12
741,3.646553318211466e-12
742,3.614933597943511e-12
743,3.5830681984721366e-12
744,3.5509759475112736e-12
745,3.518675656177489e-12
746,3.48617611926669e-12
747,3.45349611554043e-12
748,3.420644408021663e-12
749,3.3876397442997697e-12
750,3.3545008568447055e-12
751,3.321236250204771e-12
752,3.2878635619625674e-12
753,3.2543902024511546e-12
754,3.2208335682279892e-12
755,3.187221042431699e-12
756,3.1535599951467728e-12
757,3.119877783775925e-12
758,3.0861717534199445e-12
759,3.052479237264792e-12
760,3.0188075569757037e-12
761,2.9851740230981e-12
762,2.951585935465055e-12
763,2.9180605836111094e-12
764,2.884605247192197e-12
765,2.8512471964114465e-12
766,2.817993692450667e-12
767,2.784841987907259e-12
768,2.7518293272363664e-12
769,2.718972947198023e-12
770,2.6862800773091173e-12
771,2.6537679402999393e-12
772,2.6214637525751297e-12
773,2.589374724678818e-12
774,2.557518061763771e-12
775,2.525910964064354e-12
776,2.4945706273731346e-12
777,2.463504243520935e-12
778,2.432729000860177e-12
779,2.402252084751347e-12
780,2.3721006780524176e-12
781,2.342271961611064e-12
782,2.3127831147595225e-12
783,2.28365131581195e-12
784,2.254883742564117e-12
785,2.2264875727953047e-12
786,2.198479984772247e-12
787,2.170868157755e-12
788,2.143669272504562e-12
789,2.116900511792118e-12
790,2.090569060909786e-12
791,2.0647021081826805e-12
792,2.03931684548217e-12
793,2.0144304687401724e-12
794,1.990050178464337e-12
795,1.9662031802539448e-12
796,1.9428866853163657e-12
797,1.9201079109839088e-12
798,1.897874081230873e-12
799,1.8761924271906333e-12
800,1.855070187672535e-12
801,1.8345046738371817e-12
802,1.8144934621886215e-12
803,1.795074202613241e-12
804,1.77623455473512e-12
805,1.7580121884288438e-12
806,1.7404047843307848e-12
807,1.7234300343485863e-12
808,1.707105642168574e-12
809,1.6914393237607955e-12
810,1.6764388078814253e-12
811,1.6621118365721935e-12
812,1.6484461656565397e-12
813,1.635459565232159e-12
814,1.6231498201596098e-12
815,1.6115147305466386e-12
816,1.600572112227854e-12
817,1.5903197972394129e-12
818,1.5807656342883334e-12
819,1.571907489216073e-12
820,1.5637732454559903e-12
821,1.5563508044843082e-12
822,1.5496580862642069e-12
823,1.543693029682642e-12
824,1.538463592979531e-12
825,1.5339677541689013e-12
826,1.5302135114516322e-12
827,1.527188883619409e-12
828,1.5249019104495323e-12
829,1.5233506530901969e-12
830,1.522543194435892e-12
831,1.522467639492592e-12
832,1.5231321157323765e-12
833,1.5245447734371699e-12
834,1.5267037860312812e-12
835,1.5296073504024545e-12
836,1.533263687211144e-12
837,1.537671041187743e-12
838,1.5428276814175217e-12
839,1.5487219016130518e-12
840,1.5553520203738896e-12
841,1.562706381433343e-12
842,1.570783353892132e-12
843,1.5795713324388125e-12
844,1.5890587375568167e-12
845,1.5992540157180106e-12
846,1.610155639562669e-12
847,1.6217721080658271e-12
848,1.6340919466899284e-12
849,1.647123707523774e-12
850,1.6608659694077575e-12
851,1.6753276255812914e-12
852,1.6904787463883602e-12
853,1.706319716754109e-12
854,1.7228309487196807e-12
855,1.740002881499504e-12
856,1.7578259815252289e-12
857,1.776270742476452e-12
858,1.7953476852983292e-12
859,1.8150373582062664e-12
860,1.835350336677796e-12
861,1.856277223431831e-12
862,1.877808648395465e-12
863,1.8999652686584818e-12
864,1.922727768415783e-12
865,1.946096858897884e-12
866,1.9700632782896885e-12
867,1.9946177916377313e-12
868,2.019741190746061e-12
869,2.0454242940609426e-12
870,2.071667946544571e-12
871,2.0984430195379606e-12
872,2.125740410613166e-12
873,2.1535410434150077e-12
874,2.181845867492433e-12
875,2.210635858119652e-12
876,2.2398920161071824e-12
877,2.2695953676028914e-12
878,2.299736963883163e-12
879,2.3303078811342514e-12
880,2.3612892202239043e-12
881,2.392672106463304e-12
882,2.4244576893593746e-12
883,2.4566171423574837e-12
884,2.489161662574542e-12
885,2.5220724705225168e-12
886,2.5553308098223225e-12
887,2.5889379469080818e-12
888,2.622875170721709e-12
889,2.657113792397764e-12
890,2.6916551449385116e-12
891,2.7264805828791363e-12
892,2.761571481943006e-12
893,2.7969192386869203e-12
894,2.8324852701362514e-12
895,2.8682810134098718e-12
896,2.9042679253347986e-12
897,2.9404374820504296e-12
898,2.976771178602307e-12
899,3.013240528525298e-12
900,3.0498470634161242e-12
901,3.086552564710999e-12
902,3.123359759884164e-12
903,3.1602516253404726e-12
904,3.197211153728769e-12
905,3.2342213534601905e-12
906,3.2712852482155206e-12
907,3.308365876441605e-12
908,3.3454562908368604e-12
909,3.382559557825915e-12
910,3.4196487570234552e-12
911,3.456706980687367e-12
912,3.493727333161285e-12
913,3.530702930306723e-12
914,3.5676068989249078e-12
915,3.6044323761685537e-12
916,3.641172508943795e-12
917,3.677790453302518e-12
918,3.714289373825395e-12
919,3.750642442995916e-12
920,3.7868428405657705e-12
921,3.822863752911949e-12
922,3.858698372385947e-12
923,3.894339896655503e-12
924,3.929771528039335e-12
925,3.964966472835328e-12
926,3.999927940642673e-12
927,4.034629143678495e-12
928,4.0690732960894964e-12
929,4.103233613259187e-12
930,4.137093311111264e-12
931,4.170645605409754e-12
932,4.203873711056512e-12
933,4.236770841386702e-12
934,4.269300207462891e-12
935,4.301465017368353e-12
936,4.333238475500305e-12
937,4.364623781863617e-12
938,4.395604131365707e-12
939,4.426162713113232e-12
940,4.4562727097112065e-12
941,4.485947296565179e-12
942,4.5151596411870805e-12
943,4.5438929025053495e-12
944,4.572150230179921e-12
945,4.5999147639226394e-12
946,4.62717963282368e-12
947,4.653917954684468e-12
948,4.680142835357655e-12
949,4.705837368094592e-12
950,4.730984632900804e-12
951,4.755567658011361e-12
952,4.779589305598085e-12
953,4.803032384816961e-12
954,4.825889689088079e-12
955,4.84814399549696e-12
956,4.869788064206045e-12
957,4.890814637876577e-12
958,4.91122644110114e-12
959,4.931006179847024e-12
960,4.950166540910604e-12
961,4.968680191382841e-12
962,4.986559778126035e-12
963,5.003797927261909e-12
964,5.0203772436710445e-12
965,5.036310310503751e-12
966,5.051569688702318e-12
967,5.066157916534653e-12
968,5.080067509139277e-12
969,5.09329095808159e-12
970,5.105810730921354e-12
971,5.117649270791283e-12
972,5.1287789959866575e-12
973,5.139202299565822e-12
974,5.148931548961465e-12
975,5.157939085602543e-12
976,5.166247224546708e-12
977,5.173828254123123e-12
978,5.180704435585506e-12
979,5.186868002775292e-12
980,5.192301161794786e-12
981,5.197036090690171e-12
982,5.201044939144269e-12
983,5.2043498281789836e-12
984,5.2069328498672835e-12
985,5.20879606705471e-12
986,5.209941513090321e-12
987,5.210371191567051e-12
988,5.21006707607145e-12
989,5.209051109942827e-12
990,5.207295206041801e-12
991,5.204811246528312e-12
992,5.201611082649151e-12
993,5.1976765345351e-12
994,5.1930293910078005e-12
995,5.187671409396461e-12
996,5.181604315364578e-12
997,5.1748198027468344e-12
998,5.167329533396377e-12
999,5.1591451370426914e-12
1000,5.1502582111602934e-12
1001,5.140670032722883e-12
1002,5.130380693717567e-12
1003,5.119389965424533e-12
1004,5.107697586457385e-12
1005,5.095303262690072e-12
1006,5.082226667196403e-12
1007,5.068487440202421e-12
1008,5.054105189052015e-12
1009,5.039099488186068e-12
1010,5.0234998791355025e-12
1011,5.007305870528545e-12
1012,4.990546938112533e-12
1013,4.973212524790622e-12
1014,4.955302040673657e-12
1015,4.9367948631475665e-12
1016,4.917700336956537e-12
1017,4.897987774302268e-12
1018,4.877656454959542e-12
1019,4.856715626408402e-12
1020,4.835154503983083e-12
1021,4.813022271037974e-12
1022,4.790318079130731e-12
1023,4.7670710482227055e-12
1024,4.743300266896812e-12
1025,4.719034792592922e-12
1026,4.694283651860847e-12
1027,4.669055840630936e-12
1028,4.6433603245023e-12
1029,4.617206039048609e-12
1030,4.5905918901414074e-12
1031,4.563536754290871e-12
1032,4.536039479003822e-12
1033,4.5081088831588956e-12
1034,4.479753757398622e-12
1035,4.451002864538221e-12
1036,4.421864939990837e-12
1037,4.392358692208937e-12
1038,4.362502803141545e-12
1039,4.33231592870698e-12
