x,y
1.270000000000000000e+02,1.326007616163093372e+00
1.280000000000000000e+02,1.317935376130382696e+00
1.290000000000000000e+02,1.309954634940111884e+00
1.300000000000000000e+02,1.302058367716631970e+00
1.310000000000000000e+02,1.294239957270023611e+00
1.320000000000000000e+02,1.286501281481723824e+00
1.330000000000000000e+02,1.278833622269261339e+00
1.340000000000000000e+02,1.271236465529676396e+00
1.350000000000000000e+02,1.263704196715666805e+00
1.360000000000000000e+02,1.256236493818031486e+00
1.370000000000000000e+02,1.248828074912955444e+00
1.380000000000000000e+02,1.241476354960319162e+00
1.390000000000000000e+02,1.234176461739150410e+00
1.400000000000000000e+02,1.226930858398175284e+00
1.410000000000000000e+02,1.219732513933468487e+00
1.420000000000000000e+02,1.212579355829244365e+00
1.430000000000000000e+02,1.205471665988492314e+00
1.440000000000000000e+02,1.198402979058640128e+00
1.450000000000000000e+02,1.191373772600422098e+00
1.460000000000000000e+02,1.184375777848920785e+00
1.470000000000000000e+02,1.177407587558730651e+00
1.480000000000000000e+02,1.170465736919743538e+00
1.490000000000000000e+02,1.163546930333569929e+00
1.500000000000000000e+02,1.156648033303601331e+00
1.510000000000000000e+02,1.149764020885149174e+00
1.520000000000000000e+02,1.142898108174807303e+00
1.530000000000000000e+02,1.136047383487685414e+00
1.540000000000000000e+02,1.129212987541797331e+00
1.550000000000000000e+02,1.122394065344423320e+00
1.560000000000000000e+02,1.115593609416833054e+00
1.570000000000000000e+02,1.108806927701558420e+00
1.580000000000000000e+02,1.102036987561638925e+00
1.590000000000000000e+02,1.095281098168574774e+00
1.600000000000000000e+02,1.088538507124739763e+00
1.610000000000000000e+02,1.081804914388664329e+00
1.620000000000000000e+02,1.075079760668674833e+00
1.630000000000000000e+02,1.068362510581165825e+00
1.640000000000000000e+02,1.061649201974570911e+00
1.650000000000000000e+02,1.054941172962316820e+00
1.660000000000000000e+02,1.048236329229241148e+00
1.670000000000000000e+02,1.041534338157138917e+00
1.680000000000000000e+02,1.034834882147622315e+00
1.690000000000000000e+02,1.028137657960682461e+00
1.700000000000000000e+02,1.021442376081468151e+00
1.710000000000000000e+02,1.014747173220858834e+00
1.720000000000000000e+02,1.008054977653089823e+00
1.730000000000000000e+02,1.001362381429665271e+00
1.740000000000000000e+02,9.946691972934216253e-01
1.750000000000000000e+02,9.879767624951252269e-01
1.760000000000000000e+02,9.812833900095746520e-01
1.770000000000000000e+02,9.745890768169028773e-01
1.780000000000000000e+02,9.678923871922265887e-01
1.790000000000000000e+02,9.611948470970737013e-01
1.800000000000000000e+02,9.544964836409962627e-01
1.810000000000000000e+02,9.477959064810739243e-01
1.820000000000000000e+02,9.410945893137520057e-01
1.830000000000000000e+02,9.343925566336921396e-01
1.840000000000000000e+02,9.276884611746447629e-01
1.850000000000000000e+02,9.209837268157540224e-01
1.860000000000000000e+02,9.142770335696798201e-01
1.870000000000000000e+02,9.075697731640886001e-01
1.880000000000000000e+02,9.008619655778316027e-01
1.890000000000000000e+02,8.941523304387309912e-01
1.900000000000000000e+02,8.874422134642901971e-01
1.910000000000000000e+02,8.807316321608613663e-01
1.920000000000000000e+02,8.740193438965163653e-01
1.930000000000000000e+02,8.673054039490013523e-01
1.940000000000000000e+02,8.605923333614293735e-01
1.950000000000000000e+02,8.538788871678621994e-01
1.960000000000000000e+02,8.471662881798223133e-01
1.970000000000000000e+02,8.404557098234757273e-01
1.980000000000000000e+02,8.337482779915662556e-01
1.990000000000000000e+02,8.270415547051132021e-01
2.000000000000000000e+02,8.203390031538151383e-01
2.010000000000000000e+02,8.136393515185831316e-01
2.020000000000000000e+02,8.069425175136326622e-01
2.030000000000000000e+02,8.002461676376603217e-01
2.040000000000000000e+02,7.935525227799984371e-01
2.050000000000000000e+02,7.868581912066852091e-01
2.060000000000000000e+02,7.801653841414307733e-01
2.070000000000000000e+02,7.734729757890365098e-01
2.080000000000000000e+02,7.667809565903441760e-01
2.090000000000000000e+02,7.600946342875454231e-01
2.100000000000000000e+02,7.534127951419428149e-01
2.110000000000000000e+02,7.467373998547993663e-01
2.120000000000000000e+02,7.400713678605134183e-01
2.130000000000000000e+02,7.334154598260442803e-01
2.140000000000000000e+02,7.267714200765331700e-01
2.150000000000000000e+02,7.201399206748880788e-01
2.160000000000000000e+02,7.135196143326673068e-01
2.170000000000000000e+02,7.069111733034982858e-01
2.180000000000000000e+02,7.003152424949483645e-01
2.190000000000000000e+02,6.937314717069701375e-01
2.200000000000000000e+02,6.871595203731758472e-01
2.210000000000000000e+02,6.806009599203883820e-01
2.220000000000000000e+02,6.740544742310028425e-01
2.230000000000000000e+02,6.675215941554335508e-01
2.240000000000000000e+02,6.610037933121550857e-01
2.250000000000000000e+02,6.545015721527547292e-01
2.260000000000000000e+02,6.480145002619712713e-01
2.270000000000000000e+02,6.415439624023453469e-01
2.280000000000000000e+02,6.350903976346008450e-01
2.290000000000000000e+02,6.286551122157586491e-01
2.300000000000000000e+02,6.222376064477416202e-01
2.310000000000000000e+02,6.158391356614589807e-01
2.320000000000000000e+02,6.094609082090256535e-01
2.330000000000000000e+02,6.031023748994677192e-01
2.340000000000000000e+02,5.967638496418981031e-01
2.350000000000000000e+02,5.904473146366541192e-01
2.360000000000000000e+02,5.841513430272651242e-01
2.370000000000000000e+02,5.778786885624879188e-01
2.380000000000000000e+02,5.716287263448514011e-01
2.390000000000000000e+02,5.654024748198296368e-01
2.400000000000000000e+02,5.592001069533732993e-01
2.410000000000000000e+02,5.530217850800661639e-01
2.420000000000000000e+02,5.468692486440330791e-01
2.430000000000000000e+02,5.407426007560502956e-01
2.440000000000000000e+02,5.346419358983888204e-01
2.450000000000000000e+02,5.285688890433232201e-01
2.460000000000000000e+02,5.225242688163802551e-01
2.470000000000000000e+02,5.165073283190879661e-01
2.480000000000000000e+02,5.105203622685443587e-01
2.490000000000000000e+02,5.045625873272034934e-01
2.500000000000000000e+02,4.986354706124485059e-01
2.510000000000000000e+02,4.927382049814659215e-01
2.520000000000000000e+02,4.868714342704104636e-01
2.530000000000000000e+02,4.810350418124783034e-01
2.540000000000000000e+02,4.752303499091721228e-01
2.550000000000000000e+02,4.694557737781224760e-01
2.560000000000000000e+02,4.637126095562341122e-01
2.570000000000000000e+02,4.580014035315568277e-01
2.580000000000000000e+02,4.523233776500455994e-01
2.590000000000000000e+02,4.466790171441519797e-01
2.600000000000000000e+02,4.410701617704390065e-01
2.610000000000000000e+02,4.354965412403240532e-01
2.620000000000000000e+02,4.299599190269496884e-01
2.630000000000000000e+02,4.244606542907959357e-01
2.640000000000000000e+02,4.189990886595552633e-01
2.650000000000000000e+02,4.135748846487693475e-01
2.660000000000000000e+02,4.081883653424099312e-01
2.670000000000000000e+02,4.028404898374520204e-01
2.680000000000000000e+02,3.975308872544927596e-01
2.690000000000000000e+02,3.922591909787447317e-01
2.700000000000000000e+02,3.870256764864984378e-01
2.710000000000000000e+02,3.818318710316568887e-01
2.720000000000000000e+02,3.766767364159105402e-01
2.730000000000000000e+02,3.715623778851049885e-01
2.740000000000000000e+02,3.664877358506788418e-01
2.750000000000000000e+02,3.614536195045176536e-01
2.760000000000000000e+02,3.564614186458794354e-01
2.770000000000000000e+02,3.515106581762155180e-01
2.780000000000000000e+02,3.466014716323354006e-01
2.790000000000000000e+02,3.417345795813531151e-01
2.800000000000000000e+02,3.369106754975173534e-01
2.810000000000000000e+02,3.321292485480746848e-01
2.820000000000000000e+02,3.273909653438600853e-01
2.830000000000000000e+02,3.226964671768242088e-01
2.840000000000000000e+02,3.180452174639125107e-01
2.850000000000000000e+02,3.134378332384379351e-01
2.860000000000000000e+02,3.088743392279500455e-01
2.870000000000000000e+02,3.043558823045082740e-01
2.880000000000000000e+02,2.998818888295070040e-01
2.890000000000000000e+02,2.954523513141706914e-01
2.900000000000000000e+02,2.910683621815840505e-01
2.910000000000000000e+02,2.867298789763892408e-01
2.920000000000000000e+02,2.824363083851553768e-01
2.930000000000000000e+02,2.781881504594303500e-01
2.940000000000000000e+02,2.739858853977963915e-01
2.950000000000000000e+02,2.698289050820174007e-01
2.960000000000000000e+02,2.657176732727391522e-01
2.970000000000000000e+02,2.616515803799342454e-01
2.980000000000000000e+02,2.576315983772433094e-01
2.990000000000000000e+02,2.536576265667195296e-01
3.000000000000000000e+02,2.497295607503467740e-01
3.010000000000000000e+02,2.458477902093554601e-01
3.020000000000000000e+02,2.420126218755554448e-01
3.030000000000000000e+02,2.382238254277816991e-01
3.040000000000000000e+02,2.344816738914453080e-01
3.050000000000000000e+02,2.307864271436697035e-01
3.060000000000000000e+02,2.271373386103893166e-01
3.070000000000000000e+02,2.235351559306843483e-01
3.080000000000000000e+02,2.199796206824640998e-01
3.090000000000000000e+02,2.164704751761519774e-01
3.100000000000000000e+02,2.130069783631567126e-01
3.110000000000000000e+02,2.095903264435273750e-01
3.120000000000000000e+02,2.062192896599440994e-01
3.130000000000000000e+02,2.028945633697581408e-01
3.140000000000000000e+02,1.996158758898485264e-01
3.150000000000000000e+02,1.963824878472645308e-01
3.160000000000000000e+02,1.931950707233511810e-01
3.170000000000000000e+02,1.900533476018981260e-01
3.180000000000000000e+02,1.869575030681018546e-01
3.190000000000000000e+02,1.839067971550187308e-01
3.200000000000000000e+02,1.809009572381413411e-01
3.210000000000000000e+02,1.779410667710666361e-01
3.220000000000000000e+02,1.750254845120129688e-01
3.230000000000000000e+02,1.721552802828994755e-01
3.240000000000000000e+02,1.693292761646625622e-01
3.250000000000000000e+02,1.665480799727834249e-01
3.260000000000000000e+02,1.638109660463972217e-01
3.270000000000000000e+02,1.611180915962104887e-01
3.280000000000000000e+02,1.584691724538269675e-01
3.290000000000000000e+02,1.558639263124550201e-01
3.300000000000000000e+02,1.533025000204484567e-01
3.310000000000000000e+02,1.507841825372726041e-01
3.320000000000000000e+02,1.483091193611648928e-01
3.330000000000000000e+02,1.458766084367525140e-01
3.340000000000000000e+02,1.434867939892518207e-01
3.350000000000000000e+02,1.411398121541202755e-01
3.360000000000000000e+02,1.388349668059623843e-01
3.370000000000000000e+02,1.365719834323487203e-01
3.380000000000000000e+02,1.343505894859330085e-01
3.390000000000000000e+02,1.321709193241429048e-01
3.400000000000000000e+02,1.300326971958117028e-01
3.410000000000000000e+02,1.279352492179501588e-01
3.420000000000000000e+02,1.258783107988059313e-01
3.430000000000000000e+02,1.238616192967954138e-01
3.440000000000000000e+02,1.218845207448456119e-01
3.450000000000000000e+02,1.199467632150761354e-01
3.460000000000000000e+02,1.180480966054160141e-01
3.470000000000000000e+02,1.161878861271067320e-01
3.480000000000000000e+02,1.143658919743518326e-01
3.490000000000000000e+02,1.125822581540408679e-01
3.500000000000000000e+02,1.108363618280946289e-01
3.510000000000000000e+02,1.091283410996621156e-01
3.520000000000000000e+02,1.074579316292940678e-01
3.530000000000000000e+02,1.058244929695983105e-01
3.540000000000000000e+02,1.042277669746842078e-01
3.550000000000000000e+02,1.026678671730147790e-01
3.560000000000000000e+02,1.011437994332627516e-01
3.570000000000000000e+02,9.965531885526618394e-02
3.580000000000000000e+02,9.820218274934829072e-02
3.590000000000000000e+02,9.678378948172484952e-02
3.600000000000000000e+02,9.539954760201051209e-02
3.610000000000000000e+02,9.404923281633577326e-02
3.620000000000000000e+02,9.273226759586061796e-02
3.630000000000000000e+02,9.144879062755939536e-02
3.640000000000000000e+02,9.019752948527215430e-02
3.650000000000000000e+02,8.897898359080223807e-02
3.660000000000000000e+02,8.779224884250683147e-02
3.670000000000000000e+02,8.663712921084305851e-02
3.680000000000000000e+02,8.551308654161535183e-02
3.690000000000000000e+02,8.441959169038966426e-02
3.700000000000000000e+02,8.335680438743259257e-02
3.710000000000000000e+02,8.232352568238365809e-02
3.720000000000000000e+02,8.131992532731675827e-02
3.730000000000000000e+02,8.034516333618338391e-02
3.740000000000000000e+02,7.939908083277075201e-02
3.750000000000000000e+02,7.848085797731491065e-02
3.760000000000000000e+02,7.759034857167869392e-02
3.770000000000000000e+02,7.672740730906517370e-02
3.780000000000000000e+02,7.589091239043496695e-02
3.790000000000000000e+02,7.508105978424407800e-02
3.800000000000000000e+02,7.429739453071741717e-02
3.810000000000000000e+02,7.353914844022918507e-02
3.820000000000000000e+02,7.280620537282954385e-02
3.830000000000000000e+02,7.209813230010338192e-02
3.840000000000000000e+02,7.141418754769883470e-02
3.850000000000000000e+02,7.075395698225722674e-02
3.860000000000000000e+02,7.011734564301401462e-02
3.870000000000000000e+02,6.950394789732533551e-02
3.880000000000000000e+02,6.891274619909919241e-02
3.890000000000000000e+02,6.834366508248916616e-02
3.900000000000000000e+02,6.779632288909699656e-02
3.910000000000000000e+02,6.727034410097490480e-02
3.920000000000000000e+02,6.676475329918708790e-02
3.930000000000000000e+02,6.627979900290519033e-02
3.940000000000000000e+02,6.581452359293739340e-02
3.950000000000000000e+02,6.536858405814525985e-02
3.960000000000000000e+02,6.494164286658404839e-02
3.970000000000000000e+02,6.453307247800275925e-02
3.980000000000000000e+02,6.414284438774481290e-02
3.990000000000000000e+02,6.377034446212434537e-02
4.000000000000000000e+02,6.341526049573768808e-02
4.010000000000000000e+02,6.307729119486094049e-02
4.020000000000000000e+02,6.275587561757775545e-02
4.030000000000000000e+02,6.245075530175337591e-02
4.040000000000000000e+02,6.216167574513527250e-02
4.050000000000000000e+02,6.188781863846579134e-02
4.060000000000000000e+02,6.162894557821482766e-02
4.070000000000000000e+02,6.138482181061659382e-02
4.080000000000000000e+02,6.115493647669675153e-02
4.090000000000000000e+02,6.093850937817028163e-02
4.100000000000000000e+02,6.073588248935667816e-02
4.110000000000000000e+02,6.054573647365131539e-02
4.120000000000000000e+02,6.036842246682193325e-02
4.130000000000000000e+02,6.020346511710482351e-02
4.140000000000000000e+02,6.005039744080939434e-02
4.150000000000000000e+02,5.990849032822501141e-02
4.160000000000000000e+02,5.977810416879798111e-02
4.170000000000000000e+02,5.965825295619735236e-02
4.180000000000000000e+02,5.954903480110230324e-02
4.190000000000000000e+02,5.944974968426711137e-02
4.200000000000000000e+02,5.936050217789866357e-02
4.210000000000000000e+02,5.928060619873033732e-02
4.220000000000000000e+02,5.920964956620131808e-02
4.230000000000000000e+02,5.914774785809361057e-02
4.240000000000000000e+02,5.909423698931146746e-02
4.250000000000000000e+02,5.904872268251873391e-02
4.260000000000000000e+02,5.901107422542565401e-02
4.270000000000000000e+02,5.898039680618971659e-02
4.280000000000000000e+02,5.895708292055334976e-02
4.290000000000000000e+02,5.893999936677354196e-02
4.300000000000000000e+02,5.892904101403440009e-02
4.310000000000000000e+02,5.892410442659738734e-02
4.320000000000000000e+02,5.892458880172144614e-02
4.330000000000000000e+02,5.893064927768024153e-02
4.340000000000000000e+02,5.894144904037647292e-02
4.350000000000000000e+02,5.895715078854321667e-02
4.360000000000000000e+02,5.897742415691329537e-02
4.370000000000000000e+02,5.900194464751393197e-02
4.380000000000000000e+02,5.903039352785112437e-02
4.390000000000000000e+02,5.906269936282896454e-02
4.400000000000000000e+02,5.909831082706101107e-02
4.410000000000000000e+02,5.913692590990220210e-02
4.420000000000000000e+02,5.917800960555305578e-02
4.430000000000000000e+02,5.922151106684735850e-02
4.440000000000000000e+02,5.926690786713104120e-02
4.450000000000000000e+02,5.931392207632281421e-02
4.460000000000000000e+02,5.936228072279382123e-02
4.470000000000000000e+02,5.941171570473738339e-02
4.480000000000000000e+02,5.946242776694857235e-02
4.490000000000000000e+02,5.951392109874407282e-02
4.500000000000000000e+02,5.956593865810026756e-02
4.510000000000000000e+02,5.961846503469601238e-02
4.520000000000000000e+02,5.967151738892245011e-02
4.530000000000000000e+02,5.972443980291981119e-02
4.540000000000000000e+02,5.977726574605666393e-02
4.550000000000000000e+02,5.982957823788359608e-02
4.560000000000000000e+02,5.988119160755762255e-02
4.570000000000000000e+02,5.993192348461862801e-02
4.580000000000000000e+02,5.998137271792573083e-02
4.590000000000000000e+02,6.002914519912477126e-02
4.600000000000000000e+02,6.007573412903113863e-02
4.610000000000000000e+02,6.012030940491588926e-02
4.620000000000000000e+02,6.016358271487184245e-02
4.630000000000000000e+02,6.020473278785176685e-02
4.640000000000000000e+02,6.024446680263378928e-02
4.650000000000000000e+02,6.028197214595944903e-02
4.660000000000000000e+02,6.031773701626992612e-02
4.670000000000000000e+02,6.035138715089444217e-02
4.680000000000000000e+02,6.038255474487615182e-02
4.690000000000000000e+02,6.041130182369496698e-02
4.700000000000000000e+02,6.043726778753006484e-02
4.710000000000000000e+02,6.046009825148554451e-02
4.720000000000000000e+02,6.047986306327616385e-02
4.730000000000000000e+02,6.049621467564671867e-02
4.740000000000000000e+02,6.050922612852423915e-02
4.750000000000000000e+02,6.051876295502730402e-02
4.760000000000000000e+02,6.052489865294054944e-02
4.770000000000000000e+02,6.052729623437002465e-02
4.780000000000000000e+02,6.052623603485546289e-02
4.790000000000000000e+02,6.052179088334135038e-02
4.800000000000000000e+02,6.051342608135318324e-02
4.810000000000000000e+02,6.050162253672126955e-02
4.820000000000000000e+02,6.048565046787422739e-02
4.830000000000000000e+02,6.046579058085779085e-02
4.840000000000000000e+02,6.044172264612722445e-02
4.850000000000000000e+02,6.041313188067008733e-02
4.860000000000000000e+02,6.038030046467089684e-02
4.870000000000000000e+02,6.034291698535668852e-02
4.880000000000000000e+02,6.030087090796183713e-02
4.890000000000000000e+02,6.025444329365218371e-02
4.900000000000000000e+02,6.020332885010547946e-02
4.910000000000000000e+02,6.014761386817712996e-02
4.920000000000000000e+02,6.008738345617158083e-02
4.930000000000000000e+02,6.002272155735599579e-02
4.940000000000000000e+02,5.995352009594290960e-02
4.950000000000000000e+02,5.987967294328653406e-02
4.960000000000000000e+02,5.980126522393255234e-02
4.970000000000000000e+02,5.971800375544109724e-02
4.980000000000000000e+02,5.962997590326635233e-02
4.990000000000000000e+02,5.953708078574260210e-02
5.000000000000000000e+02,5.943921934569360715e-02
5.010000000000000000e+02,5.933629679536932267e-02
5.020000000000000000e+02,5.922841477390159565e-02
5.030000000000000000e+02,5.911549187392686061e-02
5.040000000000000000e+02,5.899763156958309773e-02
5.050000000000000000e+02,5.887511856671092531e-02
5.060000000000000000e+02,5.874768748172152361e-02
5.070000000000000000e+02,5.861562095120907007e-02
5.080000000000000000e+02,5.847883635459659446e-02
5.090000000000000000e+02,5.833725254642885966e-02
5.100000000000000000e+02,5.819132711243706763e-02
5.110000000000000000e+02,5.804061869415900327e-02
5.120000000000000000e+02,5.788558146317258901e-02
5.130000000000000000e+02,5.772595465991912922e-02
5.140000000000000000e+02,5.756183435813184285e-02
5.150000000000000000e+02,5.739331529137381427e-02
5.160000000000000000e+02,5.722049086740834539e-02
5.170000000000000000e+02,5.704327890056633266e-02
5.180000000000000000e+02,5.686159859384683213e-02
5.190000000000000000e+02,5.667571639875153972e-02
5.200000000000000000e+02,5.648537795916866444e-02
5.210000000000000000e+02,5.629084777543513773e-02
5.220000000000000000e+02,5.609204448708991070e-02
5.230000000000000000e+02,5.588888806918917984e-02
5.240000000000000000e+02,5.568180879140364331e-02
5.250000000000000000e+02,5.547055440832259626e-02
5.260000000000000000e+02,5.525555007041463296e-02
5.270000000000000000e+02,5.503671135346833304e-02
5.280000000000000000e+02,5.481412226732724352e-02
5.290000000000000000e+02,5.458786560919742792e-02
5.300000000000000000e+02,5.435818882266904573e-02
5.310000000000000000e+02,5.412484000935183920e-02
5.320000000000000000e+02,5.388822948733085899e-02
5.330000000000000000e+02,5.364826951195263843e-02
5.340000000000000000e+02,5.340487367073182973e-02
5.350000000000000000e+02,5.315844515018538358e-02
5.360000000000000000e+02,5.290873253131239684e-02
5.370000000000000000e+02,5.265613435447580315e-02
5.380000000000000000e+02,5.240056040139026011e-02
5.390000000000000000e+02,5.214224250721521958e-02
5.400000000000000000e+02,5.188092978997208699e-02
5.410000000000000000e+02,5.161717094406412937e-02
5.420000000000000000e+02,5.135087223190962918e-02
5.430000000000000000e+02,5.108194128133509287e-02
5.440000000000000000e+02,5.081075934674301325e-02
5.450000000000000000e+02,5.053738839514441972e-02
5.460000000000000000e+02,5.026173319563723152e-02
5.470000000000000000e+02,4.998401130293542854e-02
5.480000000000000000e+02,4.970428195343828265e-02
5.490000000000000000e+02,4.942260350611120401e-02
5.500000000000000000e+02,4.913903345714889376e-02
5.510000000000000000e+02,4.885393183579585935e-02
5.520000000000000000e+02,4.856702778249610830e-02
5.530000000000000000e+02,4.827866021281635583e-02
5.540000000000000000e+02,4.798901134612521685e-02
5.550000000000000000e+02,4.769795825176285919e-02
5.560000000000000000e+02,4.740553044895051693e-02
5.570000000000000000e+02,4.711220752540651313e-02
5.580000000000000000e+02,4.681771402628180645e-02
5.590000000000000000e+02,4.652222569495670368e-02
5.600000000000000000e+02,4.622576718403895862e-02
5.610000000000000000e+02,4.592865884926131820e-02
5.620000000000000000e+02,4.563062642591574763e-02
5.630000000000000000e+02,4.533198746584481131e-02
5.640000000000000000e+02,4.503290853912166741e-02
5.650000000000000000e+02,4.473311598172826503e-02
5.660000000000000000e+02,4.443292170543235164e-02
5.670000000000000000e+02,4.413248828632727883e-02
5.680000000000000000e+02,4.383168715696750262e-02
5.690000000000000000e+02,4.353067933786627930e-02
5.700000000000000000e+02,4.322948016310231706e-02
5.710000000000000000e+02,4.292824762372760006e-02
5.720000000000000000e+02,4.262713747430602051e-02
5.730000000000000000e+02,4.232616135538616597e-02
5.740000000000000000e+02,4.202533070498116335e-02
5.750000000000000000e+02,4.172507953079145071e-02
5.760000000000000000e+02,4.142513360981616571e-02
5.770000000000000000e+02,4.112592220159786566e-02
5.780000000000000000e+02,4.082731072779032661e-02
5.790000000000000000e+02,4.052944437337574479e-02
5.800000000000000000e+02,4.023246626737908560e-02
5.810000000000000000e+02,3.993651750912520504e-02
5.820000000000000000e+02,3.964159963767153322e-02
5.830000000000000000e+02,3.934771409787929386e-02
5.840000000000000000e+02,3.905513547445010197e-02
